state	constituency	candidate_name	sex	age	category	partyname	partysymbol	general	postal	total	pct_of_total_votes	pct_of_polled_votes	totalvoters
Rajasthan	Alwar	MURSHID AHMED	M	45	GEN	AITC	Flowers and Grass	2160	0	2160	0.132805228	0.203191996	1626442
Rajasthan	Alwar	VIRJANAND	M	62	GEN	SP	Bicycle	1843	2	1845	0.113437799	0.17355983	1626442
Rajasthan	Alwar	DR VIRENDRA VIDROHI	M	50	GEN	AAAP	Broom	8480	37	8517	0.523658391	0.801197328	1626442
Rajasthan	Alwar	SURESH SHARMA	M	39	GEN	JGP	Whistle	2100	4	2104	0.129362129	0.197924055	1626442
Rajasthan	Alwar	KISHAN LAL	M	66	SC	IND	Cup & Saucer	2572	0	2572	0.158136595	0.241948988	1626442
Rajasthan	Alwar	JAGDISH PRASAD BAIRWA	M	33	SC	IND	Sewing Machine	3390	0	3390	0.208430427	0.318898549	1626442
Rajasthan	Alwar	RAMESH PANVAL	M	46	GEN	IND	Bottle	1227	0	1227	0.075440747	0.115424342	1626442
Rajasthan	Alwar	HARIPRASAD	M	41	SC	IND	BUCKET	3579	1	3580	0.220112368	0.336771919	1626442
Rajasthan	Alwar	HARI SINGH SHARMA	M	41	GEN	IND	Basket containing Fruits	3672	0	3672	0.225768887	0.345426393	1626442
Rajasthan	Alwar	None of the Above				NOTA	NOTA	2503	9	2512	0.154447561	0.236304765	1626442
Rajasthan	BHARATPUR	BAHADUR SINGH KOLI	M	56	SC	BJP	Lotus	577863	1962	579825	34.29486516	60.16854352	1690705
Rajasthan	BHARATPUR	MAHENDAR KUMAR JATAV	M	46	SC	BSP	Elephant	22065	25	22090	1.306555549	2.292283234	1690705
Rajasthan	BHARATPUR	DR.SURESH JATAV	M	57	SC	INC	Hand	333619	738	334357	19.77618804	34.69628544	1690705
Rajasthan	BHARATPUR	AMAR CHAND POHIYA	M	34	SC	RJVP	Gas Cylinder	3969	0	3969	0.234754141	0.411863837	1690705
Rajasthan	BHARATPUR	GOPAL PAHARIA	M	56	SC	AAAP	Broom	6990	23	7013	0.414797377	0.727740259	1690705
Rajasthan	BHARATPUR	LAKHAN SINGH	M	46	SC	IPGP	Kite	959	1	960	0.056781047	0.099619371	1690705
Rajasthan	BHARATPUR	VIMLA UMAR	F	34	SC	AITC	Flowers and Grass	1791	1	1792	0.105991288	0.185956159	1690705
Rajasthan	BHARATPUR	GHISU LAL	M	48	SC	IND	Battery Torch	609	2	611	0.036138771	0.063403579	1690705
Rajasthan	BHARATPUR	PREM CHAND DHAMANI	M	59	SC	IND	Television	835	0	835	0.049387681	0.086648099	1690705
Rajasthan	BHARATPUR	MADHURI PUSHKAR	F	59	SC	IND	Sewing Machine	1186	1	1187	0.070207399	0.123175201	1690705
Rajasthan	BHARATPUR	MAMRAJ	M	48	SC	IND	BUCKET	1787	0	1787	0.105695553	0.185437308	1690705
Rajasthan	BHARATPUR	SHEETAL JATAV	F	25	SC	IND	Cup & Saucer	2071	0	2071	0.122493279	0.214908039	1690705
Rajasthan	BHARATPUR	None of the Above				NOTA	NOTA	5928	7	5935	0.351036993	0.615876007	1690705
Rajasthan	KARAULI-DHOLPUR	G.R.BARUA	M	65	SC	BSP	Elephant	25147	3	25150	1.623137748	2.971608438	1549468
Rajasthan	KARAULI-DHOLPUR	MANOJ RAJORIYA	M	43	SC	BJP	Lotus	401921	486	402407	25.97065573	47.54656209	1549468
Rajasthan	KARAULI-DHOLPUR	LAKKHIRAM	M	44	SC	INC	Hand	374828	363	375191	24.2141819	44.33084459	1549468
Rajasthan	KARAULI-DHOLPUR	KAMAL SINGH	M	31	SC	AITC	Flowers and Grass	7286	0	7286	0.47022591	0.860880281	1549468
Rajasthan	KARAULI-DHOLPUR	GHANSHYAM	M	44	SC	AAAP	Broom	3726	0	3726	0.240469632	0.440247039	1549468
Rajasthan	KARAULI-DHOLPUR	DHANRAJ BAIRWA	M	27	SC	SP(I)	Battery Torch	745	0	745	0.048081019	0.088025777	1549468
Rajasthan	KARAULI-DHOLPUR	PHOOLSINGH	M	39	SC	JGP	Whistle	951	0	951	0.061375905	0.11236579	1549468
Rajasthan	KARAULI-DHOLPUR	RAMESH	M	35	SC	BYS	Candles	1629	0	1629	0.105132859	0.192475155	1549468
Rajasthan	KARAULI-DHOLPUR	RAM SINGH	M	49	SC	NPEP	Book	9448	10	9458	0.610403054	1.117513821	1549468
Rajasthan	KARAULI-DHOLPUR	SHRELAL KHARE	M	55	SC	JMBP	Ring	922	0	922	0.059504294	0.108939283	1549468
Rajasthan	KARAULI-DHOLPUR	ASHOK KUMAR	M	29	SC	IND	Batsman	1383	2	1385	0.089385518	0.163645236	1549468
Rajasthan	KARAULI-DHOLPUR	KANCHAN BAI	F	54	SC	IND	Brief Case	3014	0	3014	0.194518377	0.356120391	1549468
Rajasthan	KARAULI-DHOLPUR	KISHOR KUMAR	M	63	SC	IND	Ceiling Fan	3376	0	3376	0.217881234	0.398892648	1549468
Rajasthan	KARAULI-DHOLPUR	LAXMIKANT	M	25	SC	IND	Balloon	4767	0	4767	0.307653982	0.563246816	1549468
Rajasthan	KARAULI-DHOLPUR	None of the Above				NOTA	NOTA	5934	0	5934	0.382970155	0.701134174	1549468
Rajasthan	Dausa	CHANDU LAL MEENA (GEROTA)	M	47	ST	BSP	Elephant	15299	4	15303	1.004067975	1.643862987	1524100
Rajasthan	Dausa	NAMONARAIN MEENA	M	70	ST	INC	Hand	181009	263	181272	11.89370776	19.47241269	1524100
Rajasthan	Dausa	HARISH CHANDRA MEENA 	M	59	ST	BJP	Lotus	314334	725	315059	20.67180631	33.84394097	1524100
Rajasthan	Dausa	DR. KIRODI LAL	M	62	ST	NPEP	Book	269032	623	269655	17.6927367	28.9665996	1524100
Rajasthan	Dausa	KHEMRAJ MEENA	M	26	ST	BYS	Candles	4297	0	4297	0.281936881	0.461587875	1524100
Rajasthan	Dausa	DHARMI GHUNAWAT	M	36	ST	IPGP	Kite	1635	0	1635	0.107276425	0.175633273	1524100
Rajasthan	Dausa	RUKMANI MEENA JHAKHIWAL	F	67	ST	SP(I)	Battery Torch	917	0	917	0.060166656	0.098505022	1524100
Rajasthan	Dausa	DR. SANJEET KUMAR DHANKA	M	40	ST	AAAP	Broom	3196	6	3202	0.210091201	0.343961921	1524100
Rajasthan	Dausa	SURAJ BHAN DHANKA	M	60	ST	SP	Bicycle	2357	0	2357	0.154648645	0.253191208	1524100
Rajasthan	Dausa	ANJALI BHADANA	F	31	ST	IND	Auto- Rickshaw	3070	2	3072	0.201561577	0.329997196	1524100
Rajasthan	Dausa	ANJU DEVI DHANKA	F	33	ST	IND	Sewing Machine	16883	52	16935	1.111147562	1.819173997	1524100
Rajasthan	Dausa	DR. NASEEM GURJAR	F	61	ST	IND	Electric Pole	5792	0	5792	0.380027557	0.622182214	1524100
Rajasthan	Dausa	BIMLA DEVI MEENA	F	57	ST	IND	Almirah	20036	1	20037	1.314677515	2.152393822	1524100
Rajasthan	Dausa	SHIV PAL GURJAR	M	42	ST	IND	Ceiling Fan	82493	56	82549	5.416245653	8.86749302	1524100
Rajasthan	Dausa	None of the Above				NOTA	NOTA	8406	4	8410	0.551801063	0.903410293	1524100
Rajasthan	TONK-SAWAI MADHOPUR	MOHAMMED AZHARUDDIN	M	51	GEN	INC	Hand	412836	195	413031	24.14291768	39.56519865	1710775
Rajasthan	TONK-SAWAI MADHOPUR	SUKHBIR SINGH JAUNAPURIA 	M	56	GEN	BJP	Lotus	548146	391	548537	32.06365536	52.54563307	1710775
Rajasthan	TONK-SAWAI MADHOPUR	SURESH	M	52	ST	BSP	Elephant	10394	1	10395	0.607619354	0.99576119	1710775
Rajasthan	TONK-SAWAI MADHOPUR	JAGMOHAN MEENA	M	57	ST	NPEP	Book	14574	30	14604	0.8536482	1.398951074	1710775
Rajasthan	TONK-SAWAI MADHOPUR	DINESH	M	34	ST	AITC	Flowers and Grass	2151	0	2151	0.12573249	0.206049285	1710775
Rajasthan	TONK-SAWAI MADHOPUR	DINESH SAINI	M	27	GEN	JMBP	Air Conditioner	2210	0	2210	0.129181219	0.211701032	1710775
Rajasthan	TONK-SAWAI MADHOPUR	BAJARANG LAL	M	52	GEN	RAHM	FLUTE	699	0	699	0.040858675	0.066958833	1710775
Rajasthan	TONK-SAWAI MADHOPUR	BHAR SINGH	M	40	ST	SP(I)	Battery Torch	703	0	703	0.041092487	0.067342003	1710775
Rajasthan	TONK-SAWAI MADHOPUR	MUKESH	M	41	GEN	AAAP	Broom	2665	3	2668	0.155952711	0.255573916	1710775
Rajasthan	TONK-SAWAI MADHOPUR	RAMESH CHAND	M	61	GEN	LD	Cot	752	0	752	0.043956686	0.072035826	1710775
Rajasthan	TONK-SAWAI MADHOPUR	RAM HANS	M	59	ST	NADP	Stethoscope	869	0	869	0.050795692	0.083243528	1710775
Rajasthan	TONK-SAWAI MADHOPUR	VARIS ALI	M	41	GEN	AAP	Almirah	2363	0	2363	0.138124534	0.226357257	1710775
Rajasthan	TONK-SAWAI MADHOPUR	KAMAL KUMAR DHOBI	M	50	SC	IND	Candles	1726	0	1726	0.100889948	0.165337548	1710775
Rajasthan	TONK-SAWAI MADHOPUR	KORI LAL	M	80	GEN	IND	Sewing Machine	1925	0	1925	0.112522103	0.18440022	1710775
Rajasthan	TONK-SAWAI MADHOPUR	GOVIND PRASAD	M	42	GEN	IND	Kite	3127	0	3127	0.182782657	0.299542592	1710775
Rajasthan	TONK-SAWAI MADHOPUR	CHANDAN LAL MEENA	M	57	ST	IND	Auto- Rickshaw	6523	0	6523	0.381289182	0.624853318	1710775
Rajasthan	TONK-SAWAI MADHOPUR	BABULAL JANGID	M	29	GEN	IND	Balloon	7204	0	7204	0.421095702	0.690087889	1710775
Rajasthan	TONK-SAWAI MADHOPUR	MAKKHAN	M	44	ST	IND	Ceiling Fan	10518	5	10523	0.615101343	1.008022607	1710775
Rajasthan	TONK-SAWAI MADHOPUR	RAM PARKASH	M	50	SC	IND	Basket containing Fruits	6186	0	6186	0.361590507	0.592571305	1710775
Rajasthan	TONK-SAWAI MADHOPUR	SAMPATTI BAI ALIAS SUNITA VERMA	F	28	SC	IND	Batsman	1616	0	1616	0.094460113	0.154800393	1710775
Rajasthan	TONK-SAWAI MADHOPUR	SIYA RAM	M	44	GEN	IND	Whistle	1105	0	1105	0.06459061	0.105850516	1710775
Rajasthan	TONK-SAWAI MADHOPUR	HARI RAM	M	29	GEN	IND	Bat	1048	0	1048	0.061258786	0.100390354	1710775
Rajasthan	TONK-SAWAI MADHOPUR	None of the Above				NOTA	NOTA	3673	0	3673	0.214698017	0.3518452	1710775
Rajasthan	Ajmer	JAGDISH	M	49	SC	BSP	Elephant	7965	9	7974	0.473723326	0.689282581	1683261
Rajasthan	Ajmer	SACHIN PILOT	M	36	GEN	INC	Hand	465072	819	465891	27.6778824	40.27220352	1683261
Rajasthan	Ajmer	SANWAR LAL JAT 	M	59	GEN	BJP	Lotus	635990	1884	637874	37.89513332	55.13863017	1683261
Rajasthan	Ajmer	SANWAR LAL	M	30	GEN	NCP	Clock	12132	17	12149	0.721753786	1.050174827	1683261
Rajasthan	Ajmer	MUKUL MISHRA	M	47	GEN	ABHM	Coconut	1869	0	1869	0.111034474	0.161558709	1683261
Rajasthan	Ajmer	RAMLAL	M	50	SC	AKBAP	Balloon	1038	2	1040	0.061784833	0.089898907	1683261
Rajasthan	Ajmer	ANITA JAIN	F	46	GEN	IND	Gas Stove	910	0	910	0.054061729	0.078661544	1683261
Rajasthan	Ajmer	KRISHNA KUMAR DADHICH	M	27	GEN	IND	Batsman	1014	1	1015	0.060299621	0.087737876	1683261
Rajasthan	Ajmer	JAGDISH SINGH RAWAT	M	54	GEN	IND	Bat	1374	0	1374	0.08162727	0.118770287	1683261
Rajasthan	Ajmer	NARAIN DAS SINDHI	M	65	GEN	IND	Camera	3517	1	3518	0.20899908	0.304100341	1683261
Rajasthan	Ajmer	BHANWAR LAL SONI	M	57	GEN	IND	Ceiling Fan	4970	0	4970	0.295260212	0.429613046	1683261
Rajasthan	Ajmer	SURENDRA KUMAR JAIN	M	46	GEN	IND	Letter Box	5184	0	5184	0.30797363	0.448111475	1683261
Rajasthan	Ajmer	None of the Above				NOTA	NOTA	12534	12	12546	0.745338958	1.084492006	1683261
Rajasthan	Nagaur	ABDUL AZIZ	M	63	GEN	BSP	Elephant	11235	4	11239	0.669522119	1.117736799	1678660
Rajasthan	Nagaur	C R CHOUDHARY	M	66	GEN	BJP	Lotus	412745	2046	414791	24.70964936	41.25163847	1678660
Rajasthan	Nagaur	DR JYOTI MIRDHA	F	41	GEN	INC	Hand	338748	825	339573	20.22881346	33.77108623	1678660
Rajasthan	Nagaur	AYUB KHAN	M	40	GEN	SP	Bicycle	7298	2	7300	0.434870671	0.725996853	1678660
Rajasthan	Nagaur	NEMICHAND	M	27	GEN	AVIRP	Kettle	4368	4	4372	0.260445832	0.434802499	1678660
Rajasthan	Nagaur	BHANWAR SINGH RATHORE	M	58	GEN	AITC	Flowers and Grass	5767	9	5776	0.344083972	0.574432579	1678660
Rajasthan	Nagaur	HANUMANRAM	M	59	GEN	AAAP	Broom	3959	17	3976	0.236855587	0.395419656	1678660
Rajasthan	Nagaur	HARIRAM MEHRADA	M	27	SC	BA S D	Glass Tumbler	11347	5	11352	0.676253679	1.128974833	1678660
Rajasthan	Nagaur	CHHOTURAM	M	34	SC	IND	Air Conditioner	15226	8	15234	0.907509561	1.515046036	1678660
Rajasthan	Nagaur	MULARAM	M	59	GEN	IND	Auto- Rickshaw	4332	0	4332	0.258062979	0.430824434	1678660
Rajasthan	Nagaur	SUNIL	M	31	GEN	IND	Batsman	5250	1	5251	0.312809026	0.522220476	1678660
Rajasthan	Nagaur	HANUMAN BENIWAL	M	42	GEN	IND	Almirah	159519	461	159980	9.530220533	15.91027077	1678660
Rajasthan	Nagaur	HARIRAM	M	74	GEN	IND	Cot	8658	0	8658	0.51576853	0.861052158	1678660
Rajasthan	Nagaur	None of the Above				NOTA	NOTA	12176	9	12185	0.725876592	1.211818035	1678660
Rajasthan	Pali	P P CHAUDHARY	M	60	GEN	BJP	Lotus	708015	3757	711772	37.42044294	64.86960405	1902094
Rajasthan	Pali	BHOJRAJ	M	47	SC	BSP	Elephant	16408	61	16469	0.865835232	1.500954672	1902094
Rajasthan	Pali	MUNNI DEVI GODARA	F	40	GEN	INC	Hand	311506	1227	312733	16.4415113	28.50191618	1902094
Rajasthan	Pali	JAGDISH	M	46	SC	BMUP	Cot	7180	6	7186	0.377794157	0.654918955	1902094
Rajasthan	Pali	DEV KISHAN DEHIYA	M	27	SC	MEDP	FLUTE	1257	7	1264	0.066453078	0.115198658	1902094
Rajasthan	Pali	MAHESH BHANDARI	M	53	GEN	AAAP	Broom	4976	55	5031	0.264497969	0.458516179	1902094
Rajasthan	Pali	SHOBHARAM MALI	M	35	GEN	JMBP	Glass Tumbler	2822	3	2825	0.148520525	0.257465356	1902094
Rajasthan	Pali	UDARAM	M	38	SC	IND	Auto- Rickshaw	2047	11	2058	0.108196545	0.187562373	1902094
Rajasthan	Pali	OM PRAKASH MALI	M	32	GEN	IND	Basket containing Fruits	3302	4	3306	0.173808445	0.30130282	1902094
Rajasthan	Pali	KANHAIYALAL PAREEK	M	48	GEN	IND	Television	1884	6	1890	0.099364174	0.172251159	1902094
Rajasthan	Pali	DINESH MEV	M	26	SC	IND	Almirah	2355	3	2358	0.123968637	0.214903826	1902094
Rajasthan	Pali	DR. RAMLAL MOHBARSHA	M	61	SC	IND	Telephone	5784	10	5794	0.304611654	0.52805461	1902094
Rajasthan	Pali	SHER SINGH SAFA	M	50	GEN	IND	Air Conditioner	5175	23	5198	0.273277767	0.473736255	1902094
Rajasthan	Pali	None of the Above				NOTA	NOTA	17685	18	17703	0.930711101	1.613419185	1902094
Rajasthan	Jodhpur	GAJENDRASINGH SHEKHAWAT 	M	48	GEN	BJP	Lotus	708060	5455	713515	41.29637207	66.07990917	1727791
Rajasthan	Jodhpur	GOPARAM MEGHWAL	M	44	SC	BSP	Elephant	13434	77	13511	0.781981154	1.251278043	1727791
Rajasthan	Jodhpur	CHANDRESH KUMARI	F	69	GEN	INC	Hand	302031	1433	303464	17.56369839	28.10434757	1727791
Rajasthan	Jodhpur	DHANRAJ GEHLOT	M	31	GEN	JMBP	Ice Cream	7099	5	7104	0.411160841	0.657914234	1727791
Rajasthan	Jodhpur	RAVI GARG	M	44	GEN	BNNP	Coconut	1205	1	1206	0.069800109	0.111689832	1727791
Rajasthan	Jodhpur	VIGYAN MODI	M	65	GEN	AAAP	Broom	8461	91	8552	0.494967273	0.792016122	1727791
Rajasthan	Jodhpur	JAYDA	F	54	GEN	IND	Hat	715	3	718	0.041555952	0.066495273	1727791
Rajasthan	Jodhpur	JETHARAM MEGHWAL	M	53	SC	IND	HOCKEY & BALL	818	13	831	0.048096095	0.076960407	1727791
Rajasthan	Jodhpur	DUNGAR MAL PUNIYA	M	69	GEN	IND	Bat	1034	7	1041	0.060250343	0.096408885	1727791
Rajasthan	Jodhpur	MEHMOODA BEGAM ABBASI	F	57	GEN	IND	Frock	2627	4	2631	0.152275362	0.243661648	1727791
Rajasthan	Jodhpur	RAM DAYAL	M	32	GEN	IND	Telephone	2321	0	2321	0.134333377	0.21495199	1727791
Rajasthan	Jodhpur	RUGHA RAM CHOUDHARY ADVOCATE	M	48	GEN	IND	Batsman	4852	3	4855	0.280994634	0.449630294	1727791
Rajasthan	Jodhpur	SOHAN LAL GOYAL	M	61	SC	IND	Television	3763	1	3764	0.217850423	0.348590819	1727791
Rajasthan	Jodhpur	None of the Above				NOTA	NOTA	15063	22	15085	0.873080135	1.397049018	1727791
Rajasthan	Barmer	MALAM SINGH 	M	37	GEN	BSP	Elephant	12878	5	12883	0.766775863	1.056703377	1680152
Rajasthan	Barmer	COL. SONA RAM	M	73	GEN	BJP	Lotus	487437	1310	488747	29.08945143	40.08853572	1680152
Rajasthan	Barmer	HARISH CHAUDHARY	M	43	GEN	INC	Hand	220364	517	220881	13.14648913	18.11734058	1680152
Rajasthan	Barmer	MANGILAL GAUR	M	64	GEN	AAAP	Broom	14898	8	14906	0.887181636	1.222636074	1680152
Rajasthan	Barmer	MAHANT ARJUNPURI	M	50	GEN	IND	Bat	6379	1	6380	0.379727548	0.523307269	1680152
Rajasthan	Barmer	KHET SINGH RAJPUROHIT	M	43	GEN	IND	Glass Tumbler	12365	1	12366	0.736004838	1.014297444	1680152
Rajasthan	Barmer	JASWANT SINGH	M	77	GEN	IND	Battery Torch	400039	1247	401286	23.8839105	32.91471486	1680152
Rajasthan	Barmer	POPATRAM	M	44	SC	IND	Auto- Rickshaw	7552	5	7557	0.449780734	0.619848438	1680152
Rajasthan	Barmer	BABULAL	M	44	SC	IND	Sewing Machine	6726	11	6737	0.400975626	0.55258951	1680152
Rajasthan	Barmer	MASTER BHAIRARAM MEGHWAL	M	31	SC	IND	Candles	13920	4	13924	0.828734543	1.142089407	1680152
Rajasthan	Barmer	RAMA RAM	M	31	GEN	IND	Coconut	17562	1	17563	1.04532209	1.440571406	1680152
Rajasthan	Barmer	None of the Above				NOTA	NOTA	15884	5	15889	0.945688247	1.303264765	1680152
Rajasthan	Jalore	ANJANA UDAI LAL	M	64	GEN	INC	Hand	199343	20	199363	10.92419155	18.32309782	1824968
Rajasthan	Jalore	OTARAM	M	59	SC	BSP	Elephant	29998	0	29998	1.643754849	2.757062687	1824968
Rajasthan	Jalore	DEVJI PATEL 	M	37	GEN	BJP	Lotus	580304	204	580508	31.80921528	53.35345511	1824968
Rajasthan	Jalore	CHHAGANARAM / PRHALAD	M	57	SC	HJP	Cup & Saucer	15811	0	15811	0.866371356	1.453160815	1824968
Rajasthan	Jalore	CHHAGANARAM / BHALARAM	M	51	SC	BMUP	Cot	3960	0	3960	0.216990106	0.363956538	1824968
Rajasthan	Jalore	RAN SINGH RAJPUROHIT	M	42	GEN	JGP	Whistle	2731	0	2731	0.14964646	0.25100134	1824968
Rajasthan	Jalore	SUKH DEV	M	50	SC	AAP	Almirah	2017	0	2017	0.110522486	0.185378873	1824968
Rajasthan	Jalore	TARUN KUMAR	M	33	GEN	IND	Coconut	2596	0	2596	0.14224907	0.238593731	1824968
Rajasthan	Jalore	NARINGA RAM YADAV	M	64	SC	IND	BUCKET	3199	1	3200	0.17534554	0.294106294	1824968
Rajasthan	Jalore	NARAYAN LAL	M	28	GEN	IND	Air Conditioner	9875	0	9875	0.541105378	0.907593641	1824968
Rajasthan	Jalore	S. BUTA SINGH	M	80	SC	IND	Bat	175228	116	175344	9.608058881	16.11555436	1824968
Rajasthan	Jalore	BHANWAR LAL WAGHELA	M	33	SC	IND	Diesel Pump	4817	0	4817	0.263949834	0.44272188	1824968
Rajasthan	Jalore	MANARA RAM	M	54	SC	IND	Kite	6146	0	6146	0.336773028	0.5648679	1824968
Rajasthan	Jalore	MAHENDRA K. CHOUDHARY	M	41	GEN	IND	Television	13008	0	13008	0.712779621	1.195542084	1824968
Rajasthan	Jalore	MOOLA RAM	M	71	GEN	IND	HOCKEY & BALL	10316	0	10316	0.565270186	0.948125164	1824968
Rajasthan	Jalore	SHANKAR LAL DARJI	M	41	GEN	IND	Sewing Machine	16399	0	16399	0.898591099	1.507202847	1824968
Rajasthan	Jalore	None of the Above				NOTA	NOTA	11180	3	11183	0.612777868	1.027809588	1824968
Rajasthan	Udaipur	ARJUNLAL MEENA 	M	49	ST	BJP	Lotus	657260	3113	660373	36.32534627	55.31725795	1817940
Rajasthan	Udaipur	MEGHRAJ TAWAR	M	75	ST	CPI	Ears of Corn And Sickle	33720	23	33743	1.856111863	2.826539297	1817940
Rajasthan	Udaipur	RAGHUVIR SINGH	M	55	ST	INC	Hand	422816	795	423611	23.30170413	35.48448976	1817940
Rajasthan	Udaipur	LAXMAN BHIL	M	43	ST	BSP	Elephant	20682	8	20690	1.138101367	1.73313274	1817940
Rajasthan	Udaipur	GOTAM LAL MEENA	M	38	ST	CPI(ML)(L)	Flag with Three Stars	5437	5	5442	0.299349814	0.455858307	1817940
Rajasthan	Udaipur	PRABHU LAL MEENA	M	32	ST	BMUP	Cot	4520	9	4529	0.249128134	0.379379322	1817940
Rajasthan	Udaipur	LAXMILAL GAMETI	M	62	ST	SP(I)	Battery Torch	6679	1	6680	0.367448871	0.559561465	1817940
Rajasthan	Udaipur	DR. VELARAM MEENA	M	64	ST	AAAP	Broom	11390	59	11449	0.629778761	0.959044792	1817940
Rajasthan	Udaipur	None of the Above				NOTA	NOTA	26662	23	26685	1.467870227	2.235314025	1817940
Rajasthan	Banswara	MANSHANKAR NINAMA 	M	58	ST	BJP	Lotus	575782	1651	577433	34.00176889	49.29119152	1698244
Rajasthan	Banswara	RESHAM MALVIYA	F	49	ST	INC	Hand	485096	421	485517	28.58935465	41.44500129	1698244
Rajasthan	Banswara	VIJAYPAL	M	70	ST	BSP	Elephant	27881	5	27886	1.642049081	2.380421913	1698244
Rajasthan	Banswara	BHANJI BHAI	M	81	ST	JD(U)	Arrow	21759	1	21760	1.281323532	1.857490527	1698244
Rajasthan	Banswara	SOMA LAL KOTED	M	63	ST	BMUP	Cot	10476	65	10541	0.62069997	0.899807337	1698244
Rajasthan	Banswara	HARISH RAWAT	M	39	ST	AAAP	Broom	13629	18	13647	0.803594772	1.164943622	1698244
Rajasthan	Banswara	None of the Above				NOTA	NOTA	34389	15	34404	2.025857297	2.936815445	1698244
Rajasthan	Chittorgarh	GIRIJA VYAS	F	67	GEN	INC	Hand	385733	646	386379	21.23537927	32.93986358	1819506
Rajasthan	Chittorgarh	CHANDRA PRAKASH JOSHI	M	38	GEN	BJP	Lotus	701190	2046	703236	38.64983133	59.95278704	1819506
Rajasthan	Chittorgarh	RADHA DEVI	F	54	GEN	CPI	Ears of Corn And Sickle	21592	1	21593	1.186750689	1.840862144	1819506
Rajasthan	Chittorgarh	SANJAY KUMAR	M	37	SC	BSP	Elephant	4466	1	4467	0.245506198	0.380823934	1819506
Rajasthan	Chittorgarh	DR. NARENDRA KUMAR GUPTA	M	60	GEN	AAAP	Broom	5917	22	5939	0.326407278	0.506315948	1819506
Rajasthan	Chittorgarh	PRABHU LAL GUJJAR	M	34	GEN	JMBP	Coconut	1216	0	1216	0.066831327	0.103667317	1819506
Rajasthan	Chittorgarh	MANGI LAL SOLANKI	M	67	GEN	BMUP	Cot	1289	2	1291	0.070953325	0.110061271	1819506
Rajasthan	Chittorgarh	VIJAYA RAY	F	45	GEN	RJVP	Gas Cylinder	1238	2	1240	0.068150366	0.105713382	1819506
Rajasthan	Chittorgarh	SHANTI LAL TRIVEDI	M	77	GEN	CPI(ML)(L)	Flag with Three Stars	1557	7	1564	0.085957397	0.133335266	1819506
Rajasthan	Chittorgarh	GULAB CHAND SAHLOT	M	63	GEN	IND	Almirah	1688	4	1692	0.092992274	0.144247615	1819506
Rajasthan	Chittorgarh	BABU MEGHWAL	M	46	SC	IND	Auto- Rickshaw	3063	6	3069	0.168672156	0.261640621	1819506
Rajasthan	Chittorgarh	BHANWAR LAL	M	42	GEN	IND	Air Conditioner	3261	2	3263	0.179334391	0.27817965	1819506
Rajasthan	Chittorgarh	MOHAMMAD IMTIYAZ	M	30	GEN	IND	Battery Torch	4971	0	4971	0.273206024	0.423791308	1819506
Rajasthan	Chittorgarh	YASHWANT PURI	M	47	GEN	IND	Television	12675	0	12675	0.696617653	1.08057832	1819506
Rajasthan	Chittorgarh	None of the Above				NOTA	NOTA	20020	14	20034	1.101068092	1.707953142	1819506
Rajasthan	Rajsamand	GOPAL SINGH SHEKHAWAT	M	63	GEN	INC	Hand	248331	758	249089	14.64201026	25.33957135	1701194
Rajasthan	Rajsamand	NEERU RAM JAT	M	44	GEN	BSP	Elephant	14541	38	14579	0.856986328	1.483106885	1701194
Rajasthan	Rajsamand	HARIOM SINGH RATHORE	M	56	GEN	BJP	Lotus	641020	3774	644794	37.90243793	65.5942397	1701194
Rajasthan	Rajsamand	IDRISH MOHAMMAD	M	40	GEN	JGP	Whistle	10398	9	10407	0.611746808	1.058693556	1701194
Rajasthan	Rajsamand	GULAM FARID	M	49	GEN	SP	Bicycle	2972	5	2977	0.174994739	0.302847191	1701194
Rajasthan	Rajsamand	PRADEEP SINGH BHATNAGAR	M	58	GEN	AAAP	Broom	4840	57	4897	0.287856647	0.498166844	1701194
Rajasthan	Rajsamand	LAXMAN	M	30	GEN	JMBP	Almirah	1392	0	1392	0.081824883	0.141606748	1701194
Rajasthan	Rajsamand	KHIMARAM SALVI	M	43	SC	IND	Television	2555	4	2559	0.150423761	0.260324475	1701194
Rajasthan	Rajsamand	BHANWAR LAL MALI	M	50	GEN	IND	Cauliflower	6410	8	6418	0.377264439	0.652896631	1701194
Rajasthan	Rajsamand	SANJAY CHOUDHARY	M	45	GEN	IND	Bat	12336	143	12479	0.733543617	1.269476014	1701194
Rajasthan	Rajsamand	SURYA BHAWANI SINGH CHAWARA	M	35	GEN	IND	Auto- Rickshaw	10159	1	10160	0.597227594	1.033566496	1701194
Rajasthan	Rajsamand	HEERA KATHAT	M	54	GEN	IND	Cot	5183	3	5186	0.304844715	0.527566521	1701194
Rajasthan	Rajsamand	None of the Above				NOTA	NOTA	17154	28	17182	1.009996508	1.747907435	1701194
Rajasthan	Bhilwara	ASHOK CHANDNA	M	29	GEN	INC	Hand	383403	650	384053	21.88459634	34.78262051	1754901
Rajasthan	Bhilwara	GOVIND KUMAR BAIRWA	M	45	SC	BSP	Elephant	15076	12	15088	0.859763599	1.366478528	1754901
Rajasthan	Bhilwara	SUBHASH BAHERIA	M	57	GEN	BJP	Lotus	629117	1200	630317	35.91752469	57.08607148	1754901
